Location,Country,Category,Season,Visitors,Rating,Revenue,Accommodation_Available
Loc_2316,Italy,Historical,Low,122336,4.85,162532,0
Loc_2317,Australia,Historical,Low,98501,3.29,132760,0
Loc_2318,Italy,Urban,Mid,125246,3.11,140498,1
Loc_2319,Japan,Nature,Mid,141494,4.96,148253,0
Loc_2320,France,Beach,Mid,150120,4.3,122537,1
Loc_2321,Australia,Beach,High,133127,2.99,194178,1
Loc_2322,Japan,Historical,Mid,138573,4.04,117020,1
Loc_2323,Italy,Urban,Mid,135539,2.84,136947,1
Loc_2324,USA,Nature,High,130660,4.01,178737,0
Loc_2325,India,Historical,Low,118504,4.26,128357,0
Loc_2326,France,Historical,Low,118495,2.97,124583,1
Loc_2327,France,Beach,Mid,161730,4.23,174841,1
Loc_2328,USA,Cultural,High,141110,3.03,211074,1
Loc_2329,Australia,Historical,Low,146380,4.78,170594,1
Loc_2330,France,Adventure,High,172705,4.97,180279,1
Loc_2331,France,Nature,Mid,107425,3.47,122246,0
Loc_2332,USA,Urban,High,136401,4.47,176894,0
Loc_2333,Italy,Cultural,High,120049,3.74,129102,0
Loc_2334,India,Adventure,Mid,153748,4.12,200142,1
Loc_2335,Italy,Nature,Low,120597,4.23,156022,0
Loc_2336,USA,Adventure,High,145771,4.93,150242,0
Loc_2337,Japan,Urban,High,146024,3.3,154765,1
Loc_2338,India,Urban,Mid,150825,4.57,196531,1
Loc_2339,Australia,Nature,Mid,138088,4.6,190253,0
Loc_2340,Japan,Adventure,Mid,116798,3.57,157064,0
Loc_2341,France,Nature,High,138235,3.28,200157,1
Loc_2342,India,Urban,Mid,122249,3.88,116103,0
Loc_2343,Japan,Nature,Low,124150,4.14,160881,0
Loc_2344,Australia,Urban,High,156331,3.8,145752,1
Loc_2345,Japan,Cultural,High,147218,4.06,192967,1
Loc_2346,Japan,Historical,High,109045,3.48,110258,0
Loc_2347,France,Adventure,High,131128,2.85,112785,1
Loc_2348,India,Urban,Low,140641,4.23,189366,1
Loc_2349,Italy,Urban,High,126575,4.47,122710,0
Loc_2350,France,Historical,High,154388,4.0,209404,1
Loc_2351,India,Cultural,High,125529,4.14,128733,0
Loc_2352,Japan,Cultural,High,144921,3.8,210530,1
Loc_2353,USA,Nature,High,157489,3.48,147480,1
Loc_2354,USA,Historical,Low,138625,3.86,156286,1
Loc_2355,France,Urban,Low,122295,4.07,114658,0
Loc_2356,Italy,Adventure,Low,151970,4.13,152972,1
Loc_2357,Italy,Adventure,Mid,128002,3.1,158990,1
Loc_2358,India,Adventure,Low,116707,2.62,153045,1
Loc_2359,USA,Cultural,High,147927,4.24,210203,1
Loc_2360,Japan,Beach,High,127044,3.6,138665,0
Loc_2361,Italy,Nature,High,139760,4.75,162759,0
Loc_2362,Italy,Beach,High,137979,3.2,165313,1
Loc_2363,USA,Adventure,Low,110729,2.88,102520,0
Loc_2364,Japan,Historical,High,156174,3.98,205251,1
Loc_2365,India,Nature,High,148116,3.34,153432,1
Loc_2366,India,Nature,High,141478,3.15,209776,1
Loc_2367,Australia,Adventure,High,129232,3.51,155888,0
Loc_2368,India,Adventure,High,117106,3.22,169672,0
Loc_2369,India,Adventure,High,139931,2.98,139838,1
Loc_2370,USA,Cultural,Mid,111694,3.45,92495,0
Loc_2371,Australia,Cultural,Mid,152971,3.99,122514,1
Loc_2372,India,Beach,High,123967,3.5,169902,0
Loc_2373,USA,Historical,Mid,160204,4.57,179308,1
Loc_2374,Italy,Urban,Mid,148559,3.94,125967,1
Loc_2375,USA,Historical,High,130409,2.62,126262,1
Loc_2376,France,Adventure,High,170716,4.99,251102,1
Loc_2377,France,Beach,Low,142627,3.6,131065,1
Loc_2378,Italy,Urban,Mid,166144,4.9,156703,1
Loc_2379,Japan,Cultural,Mid,131064,4.38,182179,0
Loc_2380,Australia,Historical,Mid,135665,4.68,115170,0
Loc_2381,France,Nature,Mid,122555,3.95,138667,0
Loc_2382,USA,Urban,Low,143190,4.42,137141,1
Loc_2383,Australia,Urban,Low,126093,2.97,164709,1
Loc_2384,Italy,Urban,High,114591,3.36,140314,0
Loc_2385,Japan,Adventure,Low,120463,4.28,141506,0
Loc_2386,France,Historical,Low,135650,3.79,152144,1
Loc_2387,Australia,Beach,Low,102510,3.4,134508,0
Loc_2388,Japan,Urban,Low,103417,3.43,94225,0
Loc_2389,India,Cultural,High,161769,4.26,152454,1
Loc_2390,India,Beach,High,139363,2.93,133320,1
Loc_2391,India,Adventure,Mid,154862,4.0,207575,1
Loc_2392,France,Nature,Mid,132649,4.84,122178,0
Loc_2393,Japan,Urban,Mid,125839,4.41,153038,0
Loc_2394,Australia,Urban,Mid,121242,4.39,99807,0
Loc_2395,France,Historical,Mid,153675,3.61,161118,1
Loc_2396,Japan,Historical,Mid,129478,4.8,137877,0
Loc_2397,USA,Adventure,Low,150867,4.97,213536,1
Loc_2398,USA,Nature,High,157978,4.61,182424,1
Loc_2399,France,Historical,High,129684,4.17,192928,0
Loc_2400,Japan,Historical,Low,152328,4.43,134547,1
Loc_2401,USA,Urban,Low,122375,3.69,145394,1
Loc_2402,Japan,Urban,High,126568,3.78,113103,0
Loc_2403,USA,Urban,Low,93347,2.64,136433,0
Loc_2404,Japan,Nature,High,129033,3.91,145764,0
Loc_2405,France,Urban,Low,119431,4.72,127962,0
Loc_2406,Australia,Cultural,Mid,159151,4.92,203086,1
Loc_2407,France,Historical,Mid,135263,3.36,169009,1
Loc_2408,Australia,Nature,Low,125487,3.08,175744,1
Loc_2409,Australia,Cultural,Low,125905,3.1,161079,1
Loc_2410,Italy,Historical,Low,152237,4.81,209846,1
Loc_2411,USA,Urban,Mid,137538,3.61,146226,1
Loc_2412,India,Cultural,High,115954,3.3,123066,0
Loc_2413,Italy,Cultural,Low,140054,4.36,154217,1
Loc_2414,India,Adventure,High,175728,4.86,143843,1
Loc_2415,USA,Nature,Mid,157677,4.8,154861,1
Loc_2416,France,Adventure,Mid,128744,4.02,105286,0
Loc_2417,India,Urban,Low,146305,4.37,185527,1
Loc_2418,France,Adventure,Mid,132759,4.71,173052,0
Loc_2419,Italy,Cultural,Mid,162656,4.88,231953,1
Loc_2420,Italy,Beach,High,146973,4.82,217825,0
Loc_2421,France,Adventure,High,128469,3.82,170292,0
Loc_2422,Japan,Nature,Mid,130379,4.89,114944,0
Loc_2423,USA,Urban,Low,155939,4.94,141870,1
Loc_2424,Japan,Beach,Low,127829,4.44,120428,0
Loc_2425,Italy,Cultural,Low,128468,3.9,173369,1
Loc_2426,USA,Urban,Mid,157416,4.52,234803,1
Loc_2427,Japan,Cultural,High,133058,4.44,141445,0
Loc_2428,India,Cultural,Mid,130613,3.53,137859,1
Loc_2429,Japan,Cultural,Low,142594,4.58,115243,1
Loc_2430,France,Cultural,Low,98244,3.09,127124,0
Loc_2431,India,Adventure,Mid,133799,2.7,148945,1
Loc_2432,France,Adventure,Low,114759,3.71,149399,0
Loc_2433,India,Nature,High,155025,4.0,180207,1
Loc_2434,Italy,Historical,Low,123480,3.1,150028,1
Loc_2435,USA,Nature,High,145036,3.71,167340,1
Loc_2436,Australia,Historical,High,123863,2.6,122883,1
Loc_2437,India,Nature,Low,154444,4.95,135374,1
Loc_2438,Italy,Beach,Mid,128409,2.93,151582,1
Loc_2439,Australia,Nature,Low,113806,4.01,125968,0
Loc_2440,Italy,Historical,High,136636,4.94,165391,0
Loc_2441,USA,Adventure,Low,135025,3.81,175823,1
Loc_2442,USA,Urban,Low,121284,3.26,176343,1
Loc_2443,India,Nature,High,124915,3.08,151991,0
Loc_2444,Italy,Adventure,Mid,165375,4.78,234941,1
Loc_2445,Italy,Cultural,Mid,133101,2.76,130997,1
Loc_2446,USA,Beach,Low,123912,4.36,119610,0
Loc_2447,France,Adventure,Mid,163011,4.63,172511,1
Loc_2448,USA,Beach,Low,117465,3.76,143089,0
Loc_2449,France,Adventure,Mid,127042,3.07,132184,1
Loc_2450,France,Urban,High,168349,4.61,243996,1
Loc_2451,Japan,Historical,High,122738,3.55,160537,0
Loc_2452,France,Cultural,High,112103,2.82,99432,0
Loc_2453,Australia,Cultural,High,121811,4.24,157654,0
Loc_2454,Australia,Adventure,Mid,135861,2.8,138686,1
Loc_2455,USA,Adventure,High,163057,4.26,193454,1
Loc_2456,India,Historical,Mid,160820,4.99,230927,1
Loc_2457,Italy,Adventure,Mid,115101,3.49,167324,0
Loc_2458,USA,Adventure,Mid,104758,2.65,118186,0
Loc_2459,India,Nature,Low,125136,3.35,150951,1
Loc_2460,France,Urban,High,142893,3.29,207674,1
Loc_2461,Japan,Cultural,Mid,131854,3.44,126687,1
Loc_2462,USA,Historical,Mid,131300,2.68,133026,1
Loc_2463,Australia,Adventure,Mid,134962,3.44,199953,1
Loc_2464,Italy,Nature,High,140768,3.21,162914,1
Loc_2465,France,Urban,High,118957,2.93,141228,0
Loc_2466,Japan,Adventure,Mid,159194,4.8,183554,1
Loc_2467,Japan,Adventure,Mid,148420,4.01,221514,1
Loc_2468,France,Beach,Mid,117085,4.11,164706,0
Loc_2469,USA,Beach,Mid,122824,3.43,164448,0
Loc_2470,France,Urban,Low,138568,4.58,175859,1
Loc_2471,France,Historical,Mid,137271,4.65,204516,0
Loc_2472,Australia,Beach,Mid,147220,4.05,176640,1
Loc_2473,USA,Cultural,High,128389,4.06,178124,0
Loc_2474,India,Adventure,Mid,128872,4.41,175022,0
Loc_2475,France,Nature,Mid,144536,3.44,119379,1
Loc_2476,USA,Beach,Low,116755,3.78,155470,0
Loc_2477,Australia,Adventure,Low,108269,3.13,95589,0
Loc_2478,France,Urban,High,137619,3.58,112438,1
Loc_2479,Australia,Adventure,Mid,147525,4.37,209052,1
Loc_2480,France,Beach,High,153665,4.09,180278,1
Loc_2481,Italy,Urban,High,140395,3.18,139342,1
Loc_2482,Italy,Cultural,High,155211,4.23,231193,1
Loc_2483,France,Urban,Low,126466,3.73,122173,1
Loc_2484,Italy,Cultural,Mid,119891,3.45,126192,0
Loc_2485,France,Beach,High,136513,4.49,118925,0
Loc_2486,Australia,Cultural,High,122945,3.26,164784,0
Loc_2487,USA,Nature,Low,109186,3.8,115332,0
Loc_2488,France,Historical,Mid,110034,3.17,99403,0
Loc_2489,Australia,Urban,High,144163,3.6,197274,1
Loc_2490,Australia,Nature,Mid,149015,4.1,220498,1
Loc_2491,France,Historical,High,121377,3.59,137023,0
Loc_2492,USA,Beach,Mid,105046,3.03,89252,0
Loc_2493,India,Beach,High,122740,3.41,132307,0
Loc_2494,France,Beach,Low,144547,4.51,202019,1
Loc_2495,France,Historical,Mid,131720,2.68,132509,1
Loc_2496,Japan,Beach,Low,135340,3.66,200572,1
Loc_2497,USA,Cultural,High,138897,3.36,194490,1
Loc_2498,India,Nature,Low,126730,3.41,126888,1
Loc_2499,France,Beach,High,139950,3.04,178734,1
Loc_2500,France,Cultural,Low,143530,4.17,146773,1
Loc_2501,Australia,Historical,High,124517,2.99,157629,0
Loc_2502,USA,Beach,Mid,136318,2.54,161044,1
Loc_2503,India,Beach,Low,102054,2.88,126944,0
Loc_2504,India,Nature,Mid,144176,3.29,179119,1
Loc_2505,Japan,Historical,High,142202,4.52,128061,0
Loc_2506,USA,Urban,Low,126559,2.91,178647,1
Loc_2507,France,Cultural,Mid,149168,4.85,188704,1
Loc_2508,Italy,Adventure,High,134863,2.53,118089,1
Loc_2509,USA,Adventure,Mid,131329,3.31,165968,1
Loc_2510,Japan,Beach,Mid,133707,2.89,186257,1
Loc_2511,India,Cultural,Low,143050,4.24,182044,1
Loc_2512,Japan,Nature,High,164555,4.6,215856,1
Loc_2513,France,Adventure,High,161800,4.3,218307,1
Loc_2514,France,Cultural,Mid,157523,4.65,197057,1
Loc_2515,India,Adventure,Mid,137532,3.47,110777,1
Loc_2516,India,Urban,Low,137481,4.85,138919,0
Loc_2517,France,Nature,Mid,144639,3.41,164030,1
Loc_2518,Australia,Adventure,Low,100874,3.02,125027,0
Loc_2519,Italy,Cultural,Low,147766,4.24,207492,1
Loc_2520,India,Historical,Low,154927,4.81,214147,1
Loc_2521,USA,Historical,Mid,128254,2.65,143762,1
Loc_2522,Japan,Nature,High,136964,2.79,187061,1
Loc_2523,Japan,Cultural,Mid,131796,4.67,191289,0
Loc_2524,USA,Cultural,Mid,132277,4.71,149873,0
Loc_2525,India,Beach,Mid,162521,4.62,227849,1
Loc_2526,Italy,Beach,High,145253,2.88,195923,1
Loc_2527,Italy,Adventure,Low,107269,3.89,160308,0
Loc_2528,USA,Adventure,High,171444,4.57,197087,1
Loc_2529,France,Adventure,High,142401,3.38,150096,1
Loc_2530,India,Cultural,Low,142758,4.27,175704,1
Loc_2531,India,Historical,High,120346,4.21,104613,0
Loc_2532,France,Adventure,Mid,139822,3.34,169325,1
Loc_2533,France,Cultural,Mid,148720,4.63,191440,1
Loc_2534,France,Urban,Mid,138838,4.18,183400,1
Loc_2535,Japan,Adventure,High,113435,3.22,114146,0
Loc_2536,USA,Adventure,Mid,144235,3.92,126525,1
Loc_2537,Italy,Urban,Mid,142137,3.61,196057,1
Loc_2538,Japan,Beach,High,142412,2.71,179990,1
Loc_2539,Italy,Adventure,Mid,139638,3.6,147248,1
Loc_2540,India,Nature,Low,126310,3.12,155184,1
Loc_2541,Australia,Historical,Low,102943,3.03,98374,0
Loc_2542,India,Urban,Mid,95749,2.55,105324,0
Loc_2543,India,Beach,High,156276,4.48,195191,1
Loc_2544,Australia,Beach,Low,142215,4.87,142698,1
Loc_2545,Japan,Historical,High,136846,3.0,160831,1
Loc_2546,India,Nature,Mid,163209,4.65,170310,1
Loc_2547,Australia,Urban,Low,124301,3.06,106238,1
Loc_2548,Italy,Adventure,Mid,146872,4.19,204015,1
Loc_2549,Italy,Urban,Mid,94474,2.77,98933,0
Loc_2550,France,Adventure,Mid,156762,4.0,148928,1
Loc_2551,India,Beach,Low,124169,4.1,160317,0
Loc_2552,Italy,Cultural,High,135885,3.1,150073,1
Loc_2553,India,Adventure,High,142430,4.29,128034,0
Loc_2554,USA,Adventure,Mid,122929,3.97,117584,0
Loc_2555,Japan,Nature,High,122925,3.43,127073,0
Loc_2556,USA,Urban,Mid,145902,3.97,217950,1
Loc_2557,France,Beach,Mid,141481,3.47,207137,1
Loc_2558,USA,Historical,High,160447,4.59,238559,1
Loc_2559,India,Cultural,Mid,145350,2.9,162392,1
Loc_2560,Italy,Historical,Mid,133922,3.5,139723,1
Loc_2561,Japan,Cultural,Low,128176,3.56,135712,1
Loc_2562,France,Beach,High,124963,3.56,149252,0
Loc_2563,France,Beach,High,158004,4.31,163337,1
Loc_2564,Japan,Urban,Low,134669,3.35,121114,1
Loc_2565,Italy,Beach,High,137285,4.07,203195,0
Loc_2566,France,Beach,Mid,126205,3.3,133838,0
Loc_2567,Italy,Nature,Mid,111799,3.01,115975,0
Loc_2568,Australia,Beach,Mid,162534,4.63,233236,1
Loc_2569,France,Beach,Low,133112,2.87,116168,1
Loc_2570,Italy,Historical,High,122488,3.43,109352,0
Loc_2571,India,Beach,Mid,145399,3.86,174374,1
Loc_2572,France,Nature,Low,93042,2.96,92370,0
Loc_2573,USA,Urban,Mid,147165,4.23,198001,1
Loc_2574,Australia,Historical,Low,138555,3.98,150077,1
Loc_2575,France,Cultural,Low,123902,3.01,125001,1
Loc_2576,Italy,Urban,Mid,111628,3.71,132410,0
Loc_2577,Australia,Cultural,Mid,128285,2.57,144441,1
Loc_2578,Japan,Cultural,Mid,124161,3.86,122708,0
Loc_2579,Japan,Beach,High,143048,3.29,186900,1
Loc_2580,Italy,Cultural,High,140780,4.87,173217,0
Loc_2581,India,Nature,High,152161,3.47,181214,1
Loc_2582,Australia,Adventure,Mid,101005,2.79,118856,0
Loc_2583,USA,Historical,Mid,145195,3.52,127922,1
Loc_2584,France,Adventure,Mid,118472,3.53,170708,0
Loc_2585,France,Adventure,Low,123643,3.18,184243,1
Loc_2586,Italy,Urban,Mid,128693,4.36,154456,0
Loc_2587,France,Beach,Mid,121426,2.55,123803,1
Loc_2588,Australia,Urban,High,141846,4.79,194424,0
Loc_2589,Italy,Beach,Mid,158454,4.59,225523,1
Loc_2590,Italy,Adventure,Low,143070,3.61,125700,1
Loc_2591,Australia,Historical,Mid,151982,4.27,164760,1
Loc_2592,Italy,Nature,Low,105150,3.44,130319,0
Loc_2593,Japan,Cultural,Mid,143010,3.07,117642,1
Loc_2594,France,Urban,High,113540,2.65,165234,0
Loc_2595,Japan,Urban,High,135209,3.03,148679,1
Loc_2596,Australia,Urban,High,98958,2.62,105534,0
Loc_2597,Italy,Urban,High,136577,3.03,156675,1
Loc_2598,Italy,Cultural,Mid,131449,3.34,162021,1
Loc_2599,Italy,Cultural,High,153239,3.77,178957,1
Loc_2600,France,Historical,Mid,157936,4.48,190045,1
Loc_2601,Japan,Urban,Low,119861,2.78,155768,1
Loc_2602,Australia,Beach,Mid,158214,4.68,219691,1
Loc_2603,France,Historical,Low,138017,3.51,142272,1
Loc_2604,USA,Adventure,Low,109461,3.39,120177,0
Loc_2605,USA,Adventure,High,167130,4.59,234084,1
Loc_2606,USA,Urban,Mid,137554,4.33,175966,1
Loc_2607,Australia,Cultural,Mid,127199,4.61,130593,0
Loc_2608,Australia,Nature,High,138092,4.73,206378,0
Loc_2609,USA,Cultural,Mid,125604,2.96,152798,1
Loc_2610,Italy,Historical,High,134419,4.54,167306,0
Loc_2611,Japan,Adventure,High,116735,3.28,116300,0
Loc_2612,Australia,Urban,Low,113601,2.6,92444,1
Loc_2613,India,Beach,Mid,139424,3.07,198116,1
Loc_2614,India,Urban,High,150490,3.33,191472,1
Loc_2615,USA,Nature,Mid,157395,4.27,135872,1
Loc_2616,Japan,Adventure,Low,128425,4.7,147495,0
Loc_2617,Australia,Beach,Mid,130059,4.48,148639,0
Loc_2618,France,Historical,Low,91053,2.92,132184,0
Loc_2619,France,Beach,Low,114495,3.7,105841,0
Loc_2620,USA,Urban,Mid,152308,4.16,132801,1
Loc_2621,Australia,Urban,Low,113216,3.44,92678,0
Loc_2622,USA,Adventure,High,124365,3.61,139419,0
Loc_2623,France,Historical,Mid,140723,3.38,128340,1
Loc_2624,India,Cultural,Mid,106266,3.12,145408,0
Loc_2625,India,Urban,Mid,111060,3.47,154094,0
Loc_2626,Italy,Historical,Mid,150703,4.06,201900,1
Loc_2627,India,Urban,Mid,102114,3.02,144246,0
Loc_2628,France,Nature,Mid,134958,2.91,132942,1
Loc_2629,USA,Nature,Mid,135190,3.17,171056,1
Loc_2630,France,Adventure,High,142505,3.19,198860,1
Loc_2631,Australia,Cultural,Low,118343,4.3,136437,0
Loc_2632,France,Historical,Mid,132107,3.06,175131,1
Loc_2633,Italy,Nature,High,152640,4.26,222165,1
Loc_2634,India,Urban,Low,109538,3.55,112145,0
Loc_2635,Australia,Beach,High,130875,2.73,136643,1
Loc_2636,India,Cultural,High,144671,3.65,140283,1
Loc_2637,France,Historical,High,117077,3.32,118096,0
Loc_2638,Italy,Urban,Mid,124126,4.58,159715,0
Loc_2639,France,Nature,High,144932,3.43,179099,1
Loc_2640,Australia,Beach,Low,133185,3.22,163130,1
Loc_2641,Australia,Nature,Low,138721,3.75,165383,1
Loc_2642,Japan,Cultural,High,144459,4.7,198601,0
Loc_2643,Japan,Cultural,Mid,126301,2.61,144082,1
Loc_2644,India,Nature,High,111712,2.6,103752,0
Loc_2645,France,Adventure,Mid,140434,2.89,208247,1
Loc_2646,India,Beach,Mid,146177,3.64,202119,1
Loc_2647,Japan,Historical,High,132596,3.42,180989,1
Loc_2648,Japan,Adventure,Low,123116,2.86,139504,1
Loc_2649,France,Cultural,Mid,130355,2.78,119615,1
Loc_2650,Italy,Nature,Mid,132144,3.09,106561,1
Loc_2651,India,Historical,High,133349,3.48,114428,1
Loc_2652,France,Urban,Mid,134077,3.67,175964,1
Loc_2653,Japan,Beach,Mid,137977,3.13,154853,1
Loc_2654,India,Adventure,High,166912,4.86,203234,1
Loc_2655,Australia,Nature,High,128536,3.57,125330,0
Loc_2656,Australia,Nature,Mid,148591,4.17,139519,1
Loc_2657,USA,Cultural,Low,103499,3.92,102269,0
Loc_2658,India,Historical,High,141956,4.77,135172,0
Loc_2659,Italy,Nature,Mid,107345,3.11,148546,0
Loc_2660,France,Adventure,Mid,138348,3.56,135908,1
Loc_2661,France,Urban,Mid,150462,4.32,178932,1
Loc_2662,Australia,Nature,High,126647,3.67,178168,0
Loc_2663,Italy,Historical,Low,138932,3.73,163872,1
Loc_2664,India,Beach,Mid,150684,4.62,152703,1
Loc_2665,India,Cultural,High,138136,4.76,179601,0
Loc_2666,Japan,Urban,Low,149932,4.96,132477,1
Loc_2667,India,Cultural,High,146451,3.86,204088,1
Loc_2668,USA,Beach,Mid,144844,4.07,215331,1
Loc_2669,Italy,Urban,Mid,157201,4.96,209123,1
Loc_2670,Japan,Nature,High,132280,3.65,110498,0
Loc_2671,France,Nature,Mid,121187,4.51,147191,0
Loc_2672,Italy,Nature,Mid,99779,2.76,141501,0
Loc_2673,France,Historical,High,148221,4.57,195888,1
Loc_2674,Australia,Urban,Mid,150903,3.94,180776,1
Loc_2675,Italy,Historical,High,116126,3.63,102709,0
Loc_2676,France,Nature,Mid,154393,4.98,126816,1
Loc_2677,Australia,Historical,Low,103036,2.75,140298,0
Loc_2678,Australia,Cultural,Mid,135321,3.54,113671,1
Loc_2679,France,Nature,High,139732,3.18,178998,1
Loc_2680,Japan,Nature,Low,165448,4.87,182957,1
Loc_2681,India,Cultural,Low,103639,3.0,101324,0
Loc_2682,India,Historical,Mid,153650,4.46,172040,1
Loc_2683,Italy,Beach,Low,119719,3.56,179576,0
Loc_2684,Japan,Cultural,Mid,128786,3.09,120485,1
Loc_2685,India,Nature,Mid,104621,3.27,101753,0
Loc_2686,France,Nature,High,145177,4.5,141971,0
Loc_2687,Italy,Beach,Low,142358,3.88,115246,1
Loc_2688,India,Historical,High,138061,2.72,201413,1
Loc_2689,USA,Adventure,Low,148799,4.42,119449,1
Loc_2690,India,Urban,Mid,128852,2.78,104968,1
Loc_2691,France,Beach,High,134191,4.37,167670,0
Loc_2692,Japan,Cultural,High,141105,4.39,140327,0
Loc_2693,Italy,Adventure,Low,110047,4.11,156281,0
Loc_2694,France,Nature,Mid,93072,2.6,109083,0
Loc_2695,France,Beach,Mid,129518,2.75,165779,1
Loc_2696,Australia,Historical,High,138140,4.68,120654,0
Loc_2697,USA,Beach,High,155917,3.91,169726,1
Loc_2698,France,Beach,High,130882,4.54,123073,0
Loc_2699,USA,Historical,Mid,142457,3.96,187074,1
Loc_2700,Australia,Cultural,Mid,105461,3.22,118109,0
Loc_2701,Australia,Adventure,Mid,143148,4.0,197531,1
Loc_2702,France,Urban,Low,113966,2.81,93833,1
Loc_2703,Australia,Beach,Mid,141309,3.7,126533,1
Loc_2704,India,Cultural,Mid,121873,3.0,125219,1
Loc_2705,Italy,Nature,Mid,123634,2.75,178961,1
Loc_2706,Japan,Nature,Mid,116592,3.68,124512,0
Loc_2707,USA,Cultural,High,142999,3.51,145396,1
Loc_2708,Japan,Urban,Mid,158823,4.49,199564,1
Loc_2709,Italy,Urban,High,104151,2.57,92659,0
Loc_2710,USA,Urban,Mid,128898,4.4,157164,0
Loc_2711,France,Urban,High,96447,2.57,114122,0
Loc_2712,USA,Nature,Low,150476,4.62,120994,1
Loc_2713,Japan,Nature,Mid,133967,3.66,143341,1
Loc_2714,Italy,Nature,High,124450,4.27,132736,0
Loc_2715,Australia,Nature,Mid,141738,3.35,139263,1
Loc_2716,Australia,Urban,Mid,106022,3.34,94734,0
Loc_2717,France,Nature,High,151013,4.4,220211,1
Loc_2718,India,Urban,Low,122218,2.73,127875,1
Loc_2719,France,Cultural,Mid,127095,3.88,152779,0
Loc_2720,France,Cultural,Mid,118789,3.48,107305,0
Loc_2721,India,Urban,High,148369,3.37,120797,1
Loc_2722,France,Nature,Low,148615,4.75,174736,1
Loc_2723,France,Beach,Low,134966,3.06,191563,1
Loc_2724,Japan,Beach,High,137543,4.91,152118,0
Loc_2725,India,Nature,Low,100409,3.25,116078,0
Loc_2726,USA,Nature,Low,118415,4.15,131784,0
Loc_2727,France,Urban,Low,135266,3.15,146050,1
Loc_2728,France,Beach,Mid,125973,4.09,121685,0
Loc_2729,Japan,Urban,High,148294,4.03,183644,1
Loc_2730,France,Beach,Mid,106317,2.71,102441,0
Loc_2731,Australia,Historical,Low,120933,4.36,104322,0
Loc_2732,Japan,Cultural,Low,120372,2.73,157392,1
Loc_2733,Japan,Cultural,Mid,154319,4.86,167556,1
Loc_2734,Australia,Historical,Low,128617,3.36,191820,1
Loc_2735,France,Adventure,Mid,104526,3.23,121668,0
Loc_2736,Australia,Cultural,High,135461,2.86,135482,1
Loc_2737,Australia,Beach,Low,119596,3.04,149089,1
Loc_2738,France,Cultural,Low,114321,4.43,102641,0
Loc_2739,France,Nature,Low,132284,3.58,117524,1
Loc_2740,India,Adventure,Mid,106812,3.27,154863,0
Loc_2741,Italy,Cultural,Mid,143906,4.82,205272,0
Loc_2742,Italy,Cultural,Mid,146161,3.95,183008,1
Loc_2743,Australia,Cultural,Low,115770,4.24,99938,0
Loc_2744,Japan,Historical,High,107531,3.17,120625,0
Loc_2745,India,Nature,High,147240,4.86,217289,0
Loc_2746,India,Beach,High,139774,2.95,186245,1
Loc_2747,Australia,Urban,Low,107292,3.67,127038,0
Loc_2748,USA,Beach,Mid,162704,4.65,222772,1
Loc_2749,USA,Adventure,Low,99485,2.65,103294,0
Loc_2750,Italy,Nature,Low,106531,4.04,126766,0
Loc_2751,India,Beach,Mid,145646,3.46,214016,1
Loc_2752,France,Beach,Low,139732,3.79,141615,1
Loc_2753,Japan,Beach,Low,152330,4.54,123471,1
Loc_2754,USA,Nature,Mid,133963,4.6,187678,0
Loc_2755,France,Cultural,Mid,135879,2.97,121387,1
Loc_2756,Japan,Cultural,Low,119995,2.7,99412,1
Loc_2757,India,Nature,Low,128247,3.22,133283,1
Loc_2758,USA,Cultural,Low,123134,3.19,176176,1
Loc_2759,USA,Cultural,Mid,154508,4.86,225082,1
Loc_2760,Italy,Historical,Mid,136490,3.16,140119,1
Loc_2761,USA,Adventure,Low,144657,4.62,189015,1
Loc_2762,Australia,Beach,Mid,141626,2.9,119772,1
Loc_2763,India,Nature,Low,129575,4.63,182481,0
Loc_2764,Italy,Historical,High,158520,4.23,169629,1
Loc_2765,Japan,Cultural,Low,149871,4.83,214449,1
Loc_2766,Australia,Adventure,Low,131237,3.93,159000,1
Loc_2767,Australia,Cultural,Mid,126780,4.6,140416,0
Loc_2768,USA,Historical,High,160536,4.93,206406,1
Loc_2769,Italy,Cultural,Mid,123612,4.3,169572,0
Loc_2770,India,Historical,Mid,155771,4.94,161468,1
Loc_2771,India,Adventure,Mid,95820,2.61,79879,0
Loc_2772,France,Beach,High,135132,2.65,150632,1
Loc_2773,Australia,Historical,Mid,135792,5.0,189102,0
Loc_2774,Australia,Adventure,Mid,114503,3.84,135161,0
Loc_2775,Italy,Beach,Low,128869,2.91,138846,1
Loc_2776,Japan,Historical,Mid,123057,4.05,144204,0
Loc_2777,India,Adventure,Mid,139941,3.31,159766,1
Loc_2778,Australia,Nature,High,112684,3.19,122478,0
Loc_2779,India,Historical,High,104497,2.74,106602,0
Loc_2780,France,Historical,High,136112,2.83,152472,1
Loc_2781,Australia,Adventure,High,163920,4.57,229156,1
Loc_2782,Italy,Historical,High,130794,3.54,188215,0
Loc_2783,Japan,Urban,Mid,149039,4.12,156096,1
Loc_2784,USA,Beach,Low,117522,3.85,162427,0
Loc_2785,France,Historical,Low,119127,2.79,115509,1
Loc_2786,India,Urban,Mid,118726,2.7,97793,1
Loc_2787,USA,Beach,Mid,114214,3.08,95281,0
Loc_2788,Italy,Historical,High,148654,3.63,204519,1
